word,importance_score,method,label
my,0.09301214948936831,IG,surprise
heart,0.035908580757677555,IG,surprise
.,-0.008533100653117742,IG,surprise
higher,0.006651721894741058,IG,surprise
ranking,-0.1495274007320404,IG,surprise
officer,-0.11931419372558594,IG,surprise
?,0.690151836451759,IG,surprise
also,-0.012863657629007803,IG,surprise
",",-0.009638708639981664,IG,surprise
i,0.05189851310455543,IG,surprise
',-0.04408966264994088,IG,surprise
m,0.055202500818213866,IG,surprise
curious,0.4175712252035737,IG,surprise
do,0.054476591946676055,IG,surprise
mp,-0.03539728373289108,IG,surprise
have,-0.07111653273459524,IG,surprise
authority,-0.028554270043969154,IG,surprise
in,0.025037254307109926,IG,surprise
scenarios,-0.0807059183716774,IG,surprise
like,-0.13119993776131372,IG,surprise
this,0.1025527214865981,IG,surprise
no,0.007755707649482509,IG,surprise
you,0.014911773775595301,IG,surprise
wouldn,-0.23832418277327502,IG,surprise
t,0.10393925785244773,IG,surprise
probably,0.2398065594335397,IG,surprise
it,-0.027362717984574316,IG,surprise
is,0.05133246275977742,IG,surprise
a,-0.009510758041895927,IG,surprise
lot,0.043169880254815024,IG,surprise
less,-0.2403890322893858,IG,surprise
memorable,0.11681732535362244,IG,surprise
for,-0.17316425159963098,IG,surprise
those,-0.13179028992492117,IG,surprise
rich,0.026340480893850327,IG,surprise
guys,0.008939457312226295,IG,surprise
since,-0.00866142186957101,IG,surprise
they,-0.12370280052501974,IG,surprise
eat,-0.04941048799082637,IG,surprise
type,-0.013475187122821808,IG,surprise
of,-0.07175892169171776,IG,surprise
stuff,-0.12543929244081178,IG,surprise
so,0.09916319463732898,IG,surprise
often,-0.2167149061957995,IG,surprise
stops,-0.08519437909126282,IG,surprise
being,-0.021400229512330365,IG,surprise
special,0.072332002222538,IG,surprise
experience,0.08096985518932343,IG,surprise
altogether,0.0008569477940909564,IG,surprise
search,-0.11591887474060059,IG,surprise
your,-0.11172432358602458,IG,surprise
feelings,-0.24556776881217957,IG,surprise
know,0.1921969730389753,IG,surprise
to,0.0004215840486964832,IG,surprise
be,0.02730962911100505,IG,surprise
true,-0.21352845040382817,IG,surprise
fiance,-0.12455813027918339,IG,surprise
and,-0.05765614292355773,IG,surprise
hate,-0.382674939930439,IG,surprise
catch,-0.1667257882654667,IG,surprise
him,-0.06367280427366495,IG,surprise
the,-0.10661629626444957,IG,surprise
act,-0.16765965521335602,IG,surprise
